UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
111231519,651302,2021-01-04 16:24:25,2021-01-04 16:47:11,Czekoladowa / Wałbrzyska,Przyjaźni,23
111231559,651159,2021-01-04 16:25:23,2021-01-04 16:34:27,Szczęśliwa (Sky Tower),Krucza / Mielecka / Stalowa,10
111231571,650719,2021-01-04 16:25:43,2021-01-04 17:04:59,Rondo Reagana,Poza stacją,40
111231574,57041,2021-01-04 16:25:52,2021-01-04 16:35:22,Zaporoska / Grabiszyńska,pl. Orląt Lwowskich,10
111231575,650146,2021-01-04 16:25:56,2021-01-04 16:32:28,Sienkiewicza / Piastowska,Nowowiejska / Wyszyńskiego,7
111231594,651369,2021-01-04 16:26:33,2021-01-04 16:34:59,Piławska,Ślężna / Aleja Wiśniowa,9
111231618,651248,2021-01-04 16:27:31,2021-01-04 16:38:33,Plac Legionów,Kościuszki / Komuny Paryskiej / Zgodna,12
111231671,651395,2021-01-04 16:29:58,2021-01-04 16:44:31,Aleja Hallera / Mielecka,Wałbrzyska - pętla tramwajowa,15
111231688,650925,2021-01-04 16:30:44,2021-01-04 16:44:23,Poza stacją,Poza stacją,14
111231689,651385,2021-01-04 16:30:48,2021-01-04 16:31:05,Mińska / Stanisławowska,Mińska / Stanisławowska,1
111231695,650479,2021-01-04 16:31:00,2021-01-04 16:31:51,Traugutta / Pułaskiego,Traugutta / Pułaskiego,1
111231700,650501,2021-01-04 16:31:08,2021-01-04 16:37:40,Promenady Wrocławskie,Plac Świętego Macieja / Trzebnicka,7
111231709,651385,2021-01-04 16:31:47,2021-01-04 16:44:08,Mińska / Stanisławowska,Rogowska/Sukielicka,13
111231723,57368,2021-01-04 16:32:18,2021-01-04 17:17:31,Przyjaźni,Przyjaźni / Karkonoska,46
111231730,57679,2021-01-04 16:32:33,2021-01-04 17:17:24,Przyjaźni,Przyjaźni / Karkonoska,45
111231745,650146,2021-01-04 16:33:11,2021-01-04 16:42:27,Nowowiejska / Wyszyńskiego,Wyszyńskiego / Szczytnicka,10
111231767,57104,2021-01-04 16:33:48,2021-01-04 16:44:46,Bystrzycka / Idzikowskiego,Pilczycka (Stadion Miejski),11
111231769,57995,2021-01-04 16:33:49,2021-01-04 16:34:21,Grabiszyńska / Stalowa,Grabiszyńska / Stalowa,1
111231774,651254,2021-01-04 16:33:55,2021-01-04 16:42:20,Dworzec Główny ,Kościuszki / Komuny Paryskiej / Zgodna,9
111231811,651150,2021-01-04 16:35:20,2021-01-04 17:33:11,Popowicka / Niedźwiedzia ,Pereca / Grabiszyńska,58
111231836,57994,2021-01-04 16:36:12,2021-01-04 16:40:48,Promenady Wrocławskie,Kraszewskiego / Trzebnicka,5
111231848,651207,2021-01-04 16:36:42,2021-01-04 16:41:33,Sienkiewicza / Wyszyńskiego,Rondo Reagana,5
111231851,57235,2021-01-04 16:36:48,2021-01-04 16:41:22,Plac Legionów,Zaporoska / Grabiszyńska,5
111231856,650201,2021-01-04 16:37:04,2021-01-04 16:48:50,Drobnera / Dubois,Plac Legionów,12
111231859,651270,2021-01-04 16:37:07,2021-01-04 16:51:13,Wałbrzyska - pętla tramwajowa,Powstańcow Śląskich / Aleja Hallera,15
111231901,57941,2021-01-04 16:38:25,2021-01-04 16:59:17,Kosmonautów / Glinianki / WUWA2,Boguszowska / Kosmonautów,21
111231920,651361,2021-01-04 16:39:04,2021-01-04 16:47:01,Fabryczna / Wagonowa,Stacyjna (Dworzec Mikołajów),8
111231933,650240,2021-01-04 16:39:21,2021-01-04 16:51:09,pl. Powstańców Wielkopolskich,Drobnera / Dubois,12
111231935,651465,2021-01-04 16:39:25,2021-01-04 16:39:38,Szewska / Kazimierza Wielkiego ,Szewska / Kazimierza Wielkiego ,1
111231942,650204,2021-01-04 16:39:46,2021-01-04 16:51:09,Poza stacją,Szczęśliwa (Sky Tower),12
111231967,651465,2021-01-04 16:40:30,2021-01-04 16:40:54,Szewska / Kazimierza Wielkiego ,Szewska / Kazimierza Wielkiego ,1
111231968,650288,2021-01-04 16:40:31,2021-01-04 16:48:01,Plac Grunwaldzki / Polaka,Piaskowa / św. Ducha,8
111231970,650350,2021-01-04 16:40:35,2021-01-04 16:54:22,"Kosmonautów / Fieldorfa, szpital wojewódzki","Kosmonautów / Fieldorfa, szpital wojewódzki",14
111231978,650338,2021-01-04 16:40:50,2021-01-04 17:04:52,Dyrekcyjna / Borowska (Wroclavia),Grota-Roweckiego / Parafialna,25
111231979,650813,2021-01-04 16:40:51,2021-01-04 16:50:13,Aleja Kromera,Sołtysowicka / Redycka,10
111231987,650428,2021-01-04 16:41:01,2021-01-04 16:52:27,Zwycięska / Ołtaszyńska,Skarbowców / Wietrzna,12
111231986,651103,2021-01-04 16:41:01,2021-01-04 16:55:30,Strzegomska / Estońska,Grabiszyńska / Aleja Hallera,15
111231994,650462,2021-01-04 16:41:17,2021-01-04 16:49:58,Poza stacją,Traugutta / Pułaskiego,9
111231999,57970,2021-01-04 16:41:38,2021-01-04 16:57:16,Poza stacją,"Wrocław Stadion, stacja kolejowa",16
111232000,651144,2021-01-04 16:41:39,2021-01-04 16:48:09,Poza stacją,"Dworzec Główny, południe",7
111232010,57512,2021-01-04 16:42:01,2021-01-04 16:48:05,Kołłątaja / Podwale,"Dworzec Główny, południe",7
111232020,651198,2021-01-04 16:42:32,2021-01-04 16:51:47,"Kosmonautów / Fieldorfa, szpital wojewódzki",Wojanowska / Arbuzowa ,10
111232024,57441,2021-01-04 16:42:42,2021-01-04 16:49:20,Nowowiejska / Jedności Narodowej,Promenady Wrocławskie,7
111232030,57330,2021-01-04 16:42:53,2021-01-04 17:01:54,Nowowiejska / Wyszyńskiego,Plac Kościuszki (Renoma),20
111232034,650542,2021-01-04 16:43:06,2021-01-04 16:57:04,Aleja Bielany,Czekoladowa / Wałbrzyska,14
111232068,650501,2021-01-04 16:44:38,2021-01-04 17:19:30,Plac Świętego Macieja / Trzebnicka,Drobnera / Plac Bema,35
111232073,57532,2021-01-04 16:44:59,2021-01-04 16:57:16,Krakowska / Leroy Merlin,al. Armii Krajowej / Bardzka,13
111232094,651254,2021-01-04 16:45:51,2021-01-04 16:46:40,Kościuszki / Komuny Paryskiej / Zgodna,Kościuszki / Komuny Paryskiej / Zgodna,1
111232097,57352,2021-01-04 16:46:04,2021-01-04 17:01:48,Aleja Bielany,Poza stacją,16
111232116,57263,2021-01-04 16:47:03,2021-01-04 16:53:50,Poza stacją,Dyrekcyjna / Borowska (Wroclavia),7
111232142,651254,2021-01-04 16:48:13,2021-01-04 16:49:27,Kościuszki / Komuny Paryskiej / Zgodna,Poza stacją,2
111232160,650925,2021-01-04 16:48:36,2021-01-04 16:59:27,Poza stacją,Poza stacją,11
111232178,650284,2021-01-04 16:49:17,2021-01-04 16:51:29,Stacyjna (Dworzec Mikołajów),Śrubowa / Strzegomska,3
111232187,57378,2021-01-04 16:49:37,2021-01-04 17:09:08,Promenady Wrocławskie,Poza stacją,20
111232194,651248,2021-01-04 16:49:55,2021-01-04 16:58:10,Kościuszki / Komuny Paryskiej / Zgodna,Dyrekcyjna / Borowska (Wroclavia),9
111232209,57219,2021-01-04 16:50:41,2021-01-04 16:59:39,Lotnicza / Bajana,Hermanowska / Kołobrzeska,9
111232213,651318,2021-01-04 16:50:59,2021-01-04 16:57:41,al. Armii Krajowej / Borowska,Świeradowska (Ferio Gaj ),7
111232218,650748,2021-01-04 16:51:05,2021-01-04 17:02:34,Ślężna / Aleja Wiśniowa,Przyjaźni / Karkonoska,12
111232220,651179,2021-01-04 16:51:09,2021-01-04 17:13:38,Rondo Reagana,Hubska / Prudnicka,23
111232240,650764,2021-01-04 16:51:41,2021-01-04 17:05:15,Śrubowa / Strzegomska,Dworzec Główny ,14
111232243,57197,2021-01-04 16:51:45,2021-01-04 16:52:09,Plac Uniwersytecki (UWr),Plac Uniwersytecki (UWr),1
111232244,651270,2021-01-04 16:51:52,2021-01-04 16:59:30,Powstańcow Śląskich / Aleja Hallera,Powstańców Śląskich (Arkady Wrocławskie),8
111232261,650204,2021-01-04 16:52:35,2021-01-04 17:04:16,Szczęśliwa (Sky Tower),Poza stacją,12
111232265,650462,2021-01-04 16:52:38,2021-01-04 16:58:34,Traugutta / Pułaskiego,Poza stacją,6
111232268,57495,2021-01-04 16:52:44,2021-01-04 17:07:11,Krzywoustego - Rynek Psie Pole,Krzywoustego / Korona,15
111232284,651013,2021-01-04 16:53:17,2021-01-04 17:00:57,Sienkiewicza / Wyszyńskiego,Piaskowa / św. Ducha,8
111232314,650240,2021-01-04 16:54:30,2021-01-04 17:09:14,Drobnera / Dubois,Plac Kościuszki (Renoma),15
111232317,651254,2021-01-04 16:54:32,2021-01-04 16:56:11,Poza stacją,Poza stacją,2
111232375,651140,2021-01-04 16:56:52,2021-01-04 17:03:38,Wróblewskiego (ZOO),Janiszewskiego (PWr),7
111232379,651110,2021-01-04 16:56:56,2021-01-04 16:59:18,Świeradowska (Ferio Gaj ),Świeradowska (Ferio Gaj ),3
111232409,650655,2021-01-04 16:58:02,2021-01-04 17:08:34,Hubska / Prudnicka,Nyska / Jesionowa,11
111232446,57291,2021-01-04 16:59:23,2021-01-04 17:12:49,Kurkowa / Dubois,Wyszyńskiego / Szczytnicka,14
111232476,650038,2021-01-04 17:00:23,2021-01-04 17:13:19,Żmigrodzka / Broniewskiego,Plac Uniwersytecki (UWr),13
111232483,651270,2021-01-04 17:00:31,2021-01-04 17:03:28,Powstańców Śląskich (Arkady Wrocławskie),Świdnicka / Piłsudskiego (Hotel Scandic),3
111232534,650755,2021-01-04 17:02:42,2021-01-04 17:10:38,Plac Powstańców Śląskich,Dyrekcyjna / Borowska (Wroclavia),8
111232544,650748,2021-01-04 17:03:09,2021-01-04 17:11:40,Przyjaźni / Karkonoska,Czekoladowa / Wałbrzyska,9
111232546,57451,2021-01-04 17:03:10,2021-01-04 17:12:55,Popowicka / Niedźwiedzia ,Plac Strzegomski / Poznańska,10
111232574,650671,2021-01-04 17:04:08,2021-01-04 17:12:25,Kościuszki / Komuny Paryskiej / Zgodna,Hubska / Prudnicka,9
111232583,650925,2021-01-04 17:04:20,2021-01-04 17:14:44,Poza stacją,Świeradowska (Ferio Gaj ),11
111232597,650288,2021-01-04 17:04:43,2021-01-04 17:11:51,Piaskowa / św. Ducha,Plac Kościuszki (Renoma),8
111232624,650204,2021-01-04 17:05:41,2021-01-04 17:07:22,Poza stacją,Świdnicka / Piłsudskiego (Hotel Scandic),2
111232632,651193,2021-01-04 17:05:59,2021-01-04 17:14:25,Plac Strzegomski / Poznańska,Legnicka (Park Magnolia),9
111232633,650462,2021-01-04 17:05:59,2021-01-04 17:15:04,Poza stacją,Poza stacją,10
111232643,651296,2021-01-04 17:06:27,2021-01-04 17:18:16,Grota-Roweckiego/Iwaszkiewicza,al. Karkonoska / Jeździecka,12
111232651,650359,2021-01-04 17:06:52,2021-01-04 17:15:11,Komandorska / Sanocka,Plac Legionów,9
111232654,650732,2021-01-04 17:06:58,2021-01-04 17:21:42,Szczęśliwa (Sky Tower),Wyszyńskiego / Szczytnicka,15
111232709,651318,2021-01-04 17:09:20,2021-01-04 17:09:27,Świeradowska (Ferio Gaj ),Świeradowska (Ferio Gaj ),1
111232723,57378,2021-01-04 17:09:41,2021-01-04 17:11:32,Poza stacją,Bałtycka / Żmigrodzka,2
111232725,650204,2021-01-04 17:09:42,2021-01-04 17:29:47,Poza stacją,Nyska / Piękna,21
111232733,651318,2021-01-04 17:10:03,2021-01-04 17:27:01,Świeradowska (Ferio Gaj ),Poza stacją,17
111232765,651465,2021-01-04 17:11:14,2021-01-04 17:26:28,Szewska / Kazimierza Wielkiego ,Pereca / Grabiszyńska,16
111232781,651207,2021-01-04 17:11:41,2021-01-04 17:19:07,Rondo Reagana,Poza stacją,8
111232782,57609,2021-01-04 17:11:41,2021-01-04 17:26:20,Plac Powstańców Śląskich,Plac Uniwersytecki (UWr),15
111232795,651248,2021-01-04 17:12:06,2021-01-04 17:31:02,Dyrekcyjna / Borowska (Wroclavia),Przyjaźni,19
111232809,57541,2021-01-04 17:12:28,2021-01-04 17:18:02,Poza stacją,Plac Powstańców Śląskich,6
111232821,651328,2021-01-04 17:12:50,2021-01-04 17:24:56,Plac Kościuszki (Renoma),Plac Świętego Macieja / Trzebnicka,13
111232833,57608,2021-01-04 17:13:04,2021-01-04 17:18:23,Bezpieczna / Obornicka,Żmigrodzka / Broniewskiego,6
111232846,57777,2021-01-04 17:13:26,2021-01-04 17:17:43,Szczęśliwa (Sky Tower),Plac Powstańców Śląskich,5
111232851,650719,2021-01-04 17:13:40,2021-01-04 17:34:23,Poza stacją,Kościuszki / Komuny Paryskiej / Zgodna,21
111232860,651123,2021-01-04 17:14:09,2021-01-04 17:27:22,Krakowska / Leroy Merlin,al. Armii Krajowej / Bardzka,14
111232863,650774,2021-01-04 17:14:17,2021-01-04 17:26:24,Kamienna / Borowska (Aquapark),Nyska / Jesionowa,13
111232875,57277,2021-01-04 17:14:46,2021-01-04 17:20:57,Aleja Kromera,al. Brücknera / Kwidzyńska,7
111232877,650038,2021-01-04 17:14:49,2021-01-04 17:22:28,Plac Uniwersytecki (UWr),Powstańców Śląskich (Arkady Wrocławskie),8
111232887,651253,2021-01-04 17:15:05,2021-01-04 17:21:00,Strzegomska / Rogowska ,Rogowska/Sukielicka,6
111232918,650240,2021-01-04 17:16:03,2021-01-04 17:57:56,Plac Kościuszki (Renoma),Bałtycka / Żmigrodzka,42
111232923,651341,2021-01-04 17:16:11,2021-01-04 17:39:04,Plac Grunwaldzki / Polaka,Krzywoustego / Korona,23
111232927,651270,2021-01-04 17:16:21,2021-01-04 17:33:07,Świdnicka / Piłsudskiego (Hotel Scandic),Ślężna / Skierniewicka,17
111232944,650141,2021-01-04 17:16:57,2021-01-04 17:27:37,Plac Świętego Macieja / Trzebnicka,Żmigrodzka / Broniewskiego,11
111232951,650112,2021-01-04 17:17:12,2021-01-04 17:24:37,al. Armii Krajowej / Borowska,Dyrekcyjna / Borowska (Wroclavia),8
111232959,650288,2021-01-04 17:17:25,2021-01-04 17:37:52,Plac Kościuszki (Renoma),Wyszyńskiego / Szczytnicka,21
111232983,57337,2021-01-04 17:18:02,2021-01-04 17:32:37,Dworzec Główny ,Grabiszyńska / Magazynierska (Corte Verona),15
111232991,57973,2021-01-04 17:18:16,2021-01-04 17:28:35,Dworzec Główny ,Kazimierza Wielkiego (Helios),11
111233012,651122,2021-01-04 17:19:08,2021-01-04 17:24:18,al. Armii Krajowej / Borowska,Ślężna / Aleja Wiśniowa,6
111233028,650462,2021-01-04 17:19:54,2021-01-04 17:24:00,Poza stacją,Poza stacją,5
111233036,57608,2021-01-04 17:20:15,2021-01-04 17:30:56,Żmigrodzka / Broniewskiego,Jedności Narodowej / Wyszyńskiego,11
111233037,650359,2021-01-04 17:20:16,2021-01-04 17:24:58,Plac Legionów,Plac Legionów,5
111233084,651466,2021-01-04 17:21:48,2021-01-04 17:26:54,Pereca / Grabiszyńska,Plac Legionów,6
111233088,651207,2021-01-04 17:21:52,2021-01-04 17:30:38,Poza stacją,Rondo Reagana,9
111233108,650482,2021-01-04 17:22:31,2021-01-04 17:58:05,Wita Stwosza / Szewska,Plac Jana Pawła II (Akademia Muzyczna),36
111233111,650657,2021-01-04 17:22:53,2021-01-04 17:27:12,Bezpieczna / Obornicka,"Paprotna / Obornicka, zajezdnia MPK",5
111233112,57423,2021-01-04 17:22:55,2021-01-04 17:48:08,Tyrmanda / Trawowa,Tyrmanda / Trawowa,26
111233144,650888,2021-01-04 17:24:03,2021-01-04 17:34:12,Traugutta / Kościuszki,Dworzec Główny ,11
111233176,650220,2021-01-04 17:25:16,2021-01-04 17:41:31,Sienkiewicza / Wyszyńskiego,pl. Powstańców Wielkopolskich,17
111233184,57995,2021-01-04 17:25:34,2021-01-04 17:26:04,Drobnera / Dubois,Drobnera / Dubois,1
111233188,57114,2021-01-04 17:25:46,2021-01-04 17:26:00,Kazimierza Wielkiego (Helios),Kazimierza Wielkiego (Helios),1
111233196,57082,2021-01-04 17:25:59,2021-01-04 17:42:10,Legnicka (Park Magnolia),Plac Legionów,17
111233231,57240,2021-01-04 17:27:08,2021-01-04 17:27:37,Kamienna / Borowska (Aquapark),Kamienna / Borowska (Aquapark),1
111233235,57609,2021-01-04 17:27:15,2021-01-04 17:38:22,Plac Uniwersytecki (UWr),Promenady Wrocławskie,12
111233236,651328,2021-01-04 17:27:17,2021-01-04 17:30:30,Plac Świętego Macieja / Trzebnicka,Drobnera / Plac Bema,4
111233241,651466,2021-01-04 17:27:32,2021-01-04 17:42:47,Plac Legionów,Wyszyńskiego / Szczytnicka,16
111233274,57862,2021-01-04 17:29:06,2021-01-04 17:33:12,Kamienna / Borowska (Aquapark),al. Armii Krajowej / Borowska,5
111233298,650462,2021-01-04 17:29:47,2021-01-04 17:41:40,Poza stacją,Poza stacją,12
111233324,650373,2021-01-04 17:30:49,2021-01-04 17:45:25,Stacyjna (Dworzec Mikołajów),Rynek,15
111233323,651300,2021-01-04 17:30:49,2021-01-04 17:50:06,Popowicka ,Obornicka / Bałtycka,20
111233326,650501,2021-01-04 17:30:53,2021-01-04 17:40:21,Drobnera / Plac Bema,Plac Jana Pawła II (Akademia Muzyczna),10
111233342,650204,2021-01-04 17:31:31,2021-01-04 17:33:59,Nyska / Piękna,Nyska / Piękna,3
111233409,57874,2021-01-04 17:34:09,2021-01-04 17:42:03,Plac Staszica,Promenady Wrocławskie,8
111233419,650059,2021-01-04 17:34:27,2021-01-04 17:48:18,"Dworzec Główny, południe",al. Kochanowskiego / Śniadeckich ,14
111233436,650947,2021-01-04 17:34:41,2021-01-04 17:45:29,Sołtysowicka / Redycka,Poza stacją,11
111233448,650751,2021-01-04 17:35:05,2021-01-04 17:45:41,Dyrekcyjna / Borowska (Wroclavia),Walońska (Angel Poland Group),11
111233469,650817,2021-01-04 17:36:01,2021-01-04 18:00:51,Sienkiewicza / Piastowska,Krakowska / Leroy Merlin,25
111233475,650204,2021-01-04 17:36:13,2021-01-04 17:45:14,Nyska / Piękna,Poza stacją,10
111233505,57777,2021-01-04 17:37:21,2021-01-04 17:38:25,Plac Powstańców Śląskich,Plac Powstańców Śląskich,2
111233510,650719,2021-01-04 17:37:39,2021-01-04 17:48:33,Kościuszki / Komuny Paryskiej / Zgodna,Dworzec Główny ,11
111233546,57541,2021-01-04 17:38:40,2021-01-04 17:59:10,Plac Powstańców Śląskich,Walońska (Angel Poland Group),21
111233566,650089,2021-01-04 17:39:19,2021-01-04 17:45:28,Kamienna / Tomaszowska,Kamienna / Tomaszowska,7
111233570,57187,2021-01-04 17:39:26,2021-01-04 17:52:38,Powstańców Śląskich (Arkady Wrocławskie),Śrubowa / Strzegomska,14
111233588,650970,2021-01-04 17:40:16,2021-01-04 17:47:56,Jedności Narodowej / Wyszyńskiego,Sienkiewicza / Piastowska,8
111233605,650288,2021-01-04 17:40:45,2021-01-04 17:55:43,Wyszyńskiego / Szczytnicka,Piaskowa / św. Ducha,15
111233625,650220,2021-01-04 17:42:07,2021-01-04 17:45:59,pl. Powstańców Wielkopolskich,Plac Staszica,4
111233627,57498,2021-01-04 17:42:10,2021-01-04 17:42:31,al. Armii Krajowej / Borowska,al. Armii Krajowej / Borowska,1
111233646,57862,2021-01-04 17:42:42,2021-01-04 17:52:12,al. Armii Krajowej / Borowska,Poza stacją,10
111233663,57153,2021-01-04 17:43:28,2021-01-04 17:56:24,Grabiszyńska / Magazynierska (Corte Verona),Zaporoska / Gajowicka,13
111233679,650930,2021-01-04 17:44:10,2021-01-04 18:01:20,Lotnicza / Metalowców,Trymanda / Mińska,18
111233686,650501,2021-01-04 17:44:24,2021-01-04 18:00:43,Plac Jana Pawła II (Akademia Muzyczna),Grabiszyńska / Stalowa,17
111233687,57235,2021-01-04 17:44:25,2021-01-04 17:53:04,Zaporoska / Grabiszyńska,Plac Powstańców Śląskich,9
111233723,650089,2021-01-04 17:46:05,2021-01-04 17:48:20,Kamienna / Tomaszowska,Kamienna / Tomaszowska,3
111233745,57730,2021-01-04 17:47:11,2021-01-04 18:03:50,Dworzec Główny ,Plac Kościuszki (Renoma),17
111233760,650462,2021-01-04 17:47:38,2021-01-04 18:04:08,Poza stacją,Poza stacją,17
111233766,57982,2021-01-04 17:47:57,2021-01-04 17:51:41,Legnicka / Zachodnia ,Legnicka (Park Magnolia),4
111233772,651207,2021-01-04 17:48:05,2021-01-04 17:57:15,Rondo Reagana,Poza stacją,10
111233785,651347,2021-01-04 17:48:33,2021-01-04 17:54:27,Kurkowa / Dubois,Reymonta / Kleczkowska,6
111233791,57855,2021-01-04 17:48:51,2021-01-04 19:32:30,Solskiego / al. Piastów,Solskiego / al. Piastów,104
111233799,651317,2021-01-04 17:49:18,2021-01-04 19:32:28,Solskiego / al. Piastów,Solskiego / al. Piastów,104
111233805,650204,2021-01-04 17:49:26,2021-01-04 18:01:16,Poza stacją,al. Armii Krajowej / Bardzka,12
111233809,650142,2021-01-04 17:49:36,2021-01-04 18:08:53,Powstańców Śląskich/Orla,Powstańców Śląskich/Orla,20
111233822,651013,2021-01-04 17:50:19,2021-01-04 18:11:20,Piaskowa / św. Ducha,Plac Świętego Macieja / Trzebnicka,22
111233829,651300,2021-01-04 17:50:48,2021-01-04 18:03:13,Obornicka / Bałtycka,Aleja Kromera,13
111233836,650524,2021-01-04 17:51:17,2021-01-04 18:02:40,Grabiszyńska / Magazynierska (Corte Verona),Solskiego / al. Piastów,12
111233848,650643,2021-01-04 17:51:51,2021-01-04 18:00:26,"Dworzec Główny, południe",al. Armii Krajowej / Borowska,9
111233865,651471,2021-01-04 17:52:29,2021-01-04 18:05:38,Wyszyńskiego / Szczytnicka,Kurkowa / Dubois,14
111233875,57141,2021-01-04 17:52:58,2021-01-04 19:12:20,Olszewskiego / Spółdzielcza,Olszewskiego / Spółdzielcza,80
111233876,57033,2021-01-04 17:52:59,2021-01-04 18:32:51,Grabiszyńska / Stalowa,Grabiszyńska / Magazynierska (Corte Verona),40
111233880,651158,2021-01-04 17:53:09,2021-01-04 19:12:24,Olszewskiego / Spółdzielcza,Olszewskiego / Spółdzielcza,80
111233886,57331,2021-01-04 17:53:24,2021-01-04 18:33:07,Grabiszyńska / Stalowa,Grabiszyńska / Magazynierska (Corte Verona),40
111233912,651123,2021-01-04 17:54:44,2021-01-04 18:04:29,al. Armii Krajowej / Bardzka,Ślężna / Aleja Wiśniowa,10
111233945,650932,2021-01-04 17:56:12,2021-01-04 18:29:47,Stacyjna (Dworzec Mikołajów),Skarbowców / Wietrzna,34
111233948,651378,2021-01-04 17:56:16,2021-01-04 17:56:25,Wróblewskiego (Teki),Wróblewskiego (Teki),1
111233951,651381,2021-01-04 17:56:20,2021-01-04 18:02:48,Plac Grunwaldzki / Polaka,Kołłątaja / Podwale,7
111233962,57041,2021-01-04 17:56:43,2021-01-04 18:21:30,pl. Orląt Lwowskich,Skarbowców / Wietrzna,25
111233976,651364,2021-01-04 17:57:26,2021-01-04 18:00:00,Krzywoustego - Rynek Psie Pole,Gorlicka/Stanety,3
111233983,651247,2021-01-04 17:57:39,2021-01-04 18:12:46,Rondo Reagana,Rynek,16
111233988,57862,2021-01-04 17:58:02,2021-01-04 17:59:56,Poza stacją,Grota-Roweckiego / Parafialna,2
111233999,650373,2021-01-04 17:58:27,2021-01-04 18:10:29,Rynek,Jedności Narodowej / Wyszyńskiego,13
111234012,650748,2021-01-04 17:58:57,2021-01-04 18:02:49,Czekoladowa / Wałbrzyska,Poza stacją,4
111234018,651207,2021-01-04 17:59:03,2021-01-04 18:04:49,Poza stacją,Rondo Reagana,6
111234021,651299,2021-01-04 17:59:06,2021-01-04 18:20:47,Wróblewskiego (Teki),Drobnera / Dubois,22
111234026,57893,2021-01-04 17:59:26,2021-01-04 17:59:36,Łukasiewicza / Smoluchowskiego (PWr),Łukasiewicza / Smoluchowskiego (PWr),1
111234045,57497,2021-01-04 18:00:13,2021-01-04 18:01:00,Gorlicka/Stanety,Gorlicka/Stanety,1
111234048,57893,2021-01-04 18:00:17,2021-01-04 18:00:47,Łukasiewicza / Smoluchowskiego (PWr),Łukasiewicza / Smoluchowskiego (PWr),1
111234055,650719,2021-01-04 18:00:41,2021-01-04 18:11:25,Dworzec Główny ,Dworzec Główny ,11
111234065,650659,2021-01-04 18:01:04,2021-01-04 18:02:01,Łukasiewicza / Smoluchowskiego (PWr),Łukasiewicza / Smoluchowskiego (PWr),1
111234071,650896,2021-01-04 18:01:19,2021-01-04 18:02:21,Gorlicka/Stanety,Gorlicka/Stanety,2
111234099,650637,2021-01-04 18:02:44,2021-01-04 18:09:59,Janiszewskiego (PWr),Plac Grunwaldzki (DS Ołówek),8
111234109,57133,2021-01-04 18:03:17,2021-01-04 18:18:47,Kołłątaja / Podwale,Nowowiejska / Wyszyńskiego,16
111234114,651341,2021-01-04 18:03:20,2021-01-04 18:03:29,Krzywoustego / Korona,Krzywoustego / Korona,1
111234119,650204,2021-01-04 18:03:24,2021-01-04 18:04:31,al. Armii Krajowej / Bardzka,al. Armii Krajowej / Bardzka,2
111234132,57308,2021-01-04 18:04:00,2021-01-04 18:19:45,Aleja Bielany,Wałbrzyska - pętla tramwajowa,16
111234134,651341,2021-01-04 18:04:04,2021-01-04 18:04:12,Krzywoustego / Korona,Krzywoustego / Korona,1
111234138,650583,2021-01-04 18:04:14,2021-01-04 18:24:16,Aleja Bielany,Przyjaźni / Karkonoska,21
111234142,57604,2021-01-04 18:04:20,2021-01-04 18:10:34,Plac Kościuszki (Renoma),Kazimierza Wielkiego (Helios),7
111234143,650544,2021-01-04 18:04:20,2021-01-04 18:28:15,Kutrzeby / Hubala,Powstańcow Śląskich / Aleja Hallera,24
111234145,651381,2021-01-04 18:04:25,2021-01-04 18:31:07,Kołłątaja / Podwale,Kościuszki / Komuny Paryskiej / Zgodna,27
111234157,651341,2021-01-04 18:04:47,2021-01-04 18:24:53,Krzywoustego / Korona,Marca Polo (Olimpia Port),21
111234159,650231,2021-01-04 18:04:52,2021-01-04 18:24:09,Ślężna / Aleja Wiśniowa,Solskiego / al. Piastów,20
111234169,651318,2021-01-04 18:05:14,2021-01-04 18:15:58,Poza stacją,Poza stacją,11
111234170,650428,2021-01-04 18:05:15,2021-01-04 18:16:26,Skarbowców / Wietrzna,Zwycięska / Ołtaszyńska,12
111234185,650817,2021-01-04 18:06:02,2021-01-04 19:11:34,Krakowska / Leroy Merlin,Rondo Reagana,66
111234235,650204,2021-01-04 18:08:46,2021-01-04 18:09:56,al. Armii Krajowej / Bardzka,al. Armii Krajowej / Bardzka,2
111234247,650462,2021-01-04 18:09:25,2021-01-04 18:21:05,Poza stacją,Poza stacją,12
111234277,650204,2021-01-04 18:11:44,2021-01-04 18:23:48,al. Armii Krajowej / Bardzka,Poza stacją,13
111234302,57235,2021-01-04 18:13:02,2021-01-04 18:34:14,Plac Powstańców Śląskich,Drobnera / Plac Bema,22
111234303,650643,2021-01-04 18:13:06,2021-01-04 18:23:44,al. Armii Krajowej / Borowska,Plac Powstańców Śląskich,11
111234327,651207,2021-01-04 18:14:00,2021-01-04 18:17:19,Rondo Reagana,Plac Grunwaldzki (DS Ołówek),4
111234371,57451,2021-01-04 18:16:16,2021-01-04 18:31:50,Plac Strzegomski / Poznańska,Plac Strzegomski / Poznańska,16
111234382,57512,2021-01-04 18:17:08,2021-01-04 18:24:22,"Dworzec Główny, południe",Zaporoska / Grabiszyńska,8
111234406,651307,2021-01-04 18:18:22,2021-01-04 18:39:16,Dworzec Główny ,Buforowa - Vivaldiego,21
