UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
111914348,650700,2021-02-10 06:56:00,2021-02-10 07:10:21,Wróblewskiego (Teki),Janiszewskiego (PWr),15
111914385,651360,2021-02-10 07:01:19,2021-02-10 07:15:22,Mińska / Stanisławowska,Solskiego / al. Piastów,15
111914471,650021,2021-02-10 07:13:27,2021-02-10 07:24:33,Grabiszyńska / Stalowa,Plac Legionów,12
111914487,57083,2021-02-10 07:16:14,2021-02-10 07:36:04,Solskiego / al. Piastów,Aleja Bielany,20
111914686,57174,2021-02-10 07:36:12,2021-02-10 07:41:58,Strzegomska / Estońska,Klecińska / Duńska,6
111914596,651247,2021-02-10 07:27:41,2021-02-10 07:42:10,Stabłowicka ,Boguszowska / Kosmonautów,15
111914681,651139,2021-02-10 07:35:55,2021-02-10 08:00:11,Popowicka / Niedźwiedzia ,Szczęśliwa (Sky Tower),25
111915034,57994,2021-02-10 07:55:36,2021-02-10 08:02:37,Powstańców Śląskich (Arkady Wrocławskie),Plac Powstańców Śląskich,8
111915083,650360,2021-02-10 07:58:49,2021-02-10 08:07:35,Poza stacją,Plac Świętego Macieja / Trzebnicka,9
111915141,57961,2021-02-10 08:02:26,2021-02-10 08:10:16,al. Armii Krajowej / Borowska,Bardzka / Piękna,8
111915088,651471,2021-02-10 07:59:06,2021-02-10 08:10:36,Kościuszki / Komuny Paryskiej / Zgodna,Poza stacją,12
111914856,651351,2021-02-10 07:46:38,2021-02-10 08:18:34,Grabiszyńska / Aleja Hallera,Śrubowa / Strzegomska,32
111915425,650652,2021-02-10 08:20:41,2021-02-10 08:21:03,al. Armii Krajowej / Borowska,al. Armii Krajowej / Borowska,1
111915455,57919,2021-02-10 08:22:35,2021-02-10 08:26:21,Okulickiego,Zatorska / Królewska - pętla MPK,4
111915541,650319,2021-02-10 08:28:09,2021-02-10 08:34:55,Powstańców Śląskich/Orla,Ślężna / Skierniewicka,7
111915562,651385,2021-02-10 08:29:45,2021-02-10 08:45:43,Pereca / Grabiszyńska,Plac Strzegomski / Poznańska,16
111915577,651207,2021-02-10 08:30:29,2021-02-10 08:46:50,Nowowiejska / Wyszyńskiego,Plac Dominikański (Galeria Dominikańska),17
111915433,651166,2021-02-10 08:21:24,2021-02-10 08:47:51,al. Armii Krajowej / Borowska,Kazimierza Wielkiego (Helios),27
111915726,650279,2021-02-10 08:39:28,2021-02-10 08:49:26,Świdnicka / Piłsudskiego (Hotel Scandic),Wita Stwosza / Szewska,10
111915858,650054,2021-02-10 08:47:16,2021-02-10 08:50:41,Plac Strzegomski / Poznańska,Legnicka / Zachodnia ,4
111916137,650392,2021-02-10 09:04:11,2021-02-10 09:09:27,Dworzec Główny ,Dworzec Główny ,6
111916136,650134,2021-02-10 09:04:05,2021-02-10 09:10:53,Wyszyńskiego / Szczytnicka,Plac Dominikański (Galeria Dominikańska),7
111916151,650279,2021-02-10 09:05:17,2021-02-10 09:17:12,Poza stacją,Poza stacją,12
111916087,650447,2021-02-10 09:01:29,2021-02-10 09:17:46,Klecińska / Duńska,Fabryczna / Wagonowa,17
111916345,57994,2021-02-10 09:18:42,2021-02-10 09:32:01,Plac Powstańców Śląskich,Zaporoska / Grabiszyńska,14
111916362,650279,2021-02-10 09:20:14,2021-02-10 09:37:23,Poza stacją,Kazimierza Wielkiego (Helios),18
111916499,651013,2021-02-10 09:30:49,2021-02-10 09:41:59,Rakowiecka,Traugutta / Kościuszki,12
111916722,651245,2021-02-10 09:46:43,2021-02-10 09:55:03,Drzewieckiego / Dedala,Lotnicza / Na Ostatnim Groszu,9
111916709,57104,2021-02-10 09:45:58,2021-02-10 09:55:48,Powstańcow Śląskich / Aleja Hallera,Poza stacją,10
111916652,57281,2021-02-10 09:42:28,2021-02-10 09:59:10,Dyrekcyjna / Borowska (Wroclavia),Szewska / Kazimierza Wielkiego ,17
111916676,650360,2021-02-10 09:44:02,2021-02-10 10:00:19,Plac Świętego Macieja / Trzebnicka,Obornicka / Bałtycka,17
111916848,57264,2021-02-10 09:55:41,2021-02-10 10:12:49,Lotnicza / Na Ostatnim Groszu,Plac Strzegomski / Poznańska,18
111916958,57430,2021-02-10 10:07:25,2021-02-10 10:12:49,Aleja Kromera,al. Brücknera / Kwidzyńska,6
111906377,651452,2021-02-09 15:52:33,2021-02-10 10:17:23,Śrubowa / Strzegomska,Śrubowa / Strzegomska,1105
111917017,57264,2021-02-10 10:13:46,2021-02-10 10:28:42,Plac Strzegomski / Poznańska,Rynek,15
111917013,57281,2021-02-10 10:13:17,2021-02-10 10:30:59,Szewska / Kazimierza Wielkiego ,Sienkiewicza / Wyszyńskiego,18
111916614,650279,2021-02-10 09:39:38,2021-02-10 10:32:54,Kazimierza Wielkiego (Helios),Poza stacją,54
111917236,650279,2021-02-10 10:36:14,2021-02-10 10:52:49,Poza stacją,Rondo Reagana,17
111917374,651134,2021-02-10 10:49:06,2021-02-10 10:58:41,Szczęśliwa (Sky Tower),Powstańcow Śląskich / Aleja Hallera,10
111917522,650279,2021-02-10 11:05:09,2021-02-10 11:07:18,Rondo Reagana,Poza stacją,3
111917476,650578,2021-02-10 11:01:12,2021-02-10 11:12:29,Powstańcow Śląskich / Aleja Hallera,Powstańców Śląskich (Arkady Wrocławskie),12
111917660,651378,2021-02-10 11:18:30,2021-02-10 11:20:52,Legnicka / Młodych Techników,Legnicka / Młodych Techników,3
111917629,651193,2021-02-10 11:15:30,2021-02-10 11:22:31,Zaporoska / Gajowicka,Plac Legionów,8
111917622,650279,2021-02-10 11:14:29,2021-02-10 11:22:57,Poza stacją,Poza stacją,9
111917700,57331,2021-02-10 11:23:05,2021-02-10 11:26:15,Graniczna / Strzegomska,Poza stacją,4
111917574,651242,2021-02-10 11:10:12,2021-02-10 11:31:42,Zaporoska / Wielka / Krucza,Plac Świętego Macieja / Trzebnicka,22
111917724,650279,2021-02-10 11:25:28,2021-02-10 11:33:02,Poza stacją,Poza stacją,8
111917707,651193,2021-02-10 11:23:25,2021-02-10 11:41:50,Plac Legionów,Walońska (Angel Poland Group),19
111917921,650363,2021-02-10 11:44:50,2021-02-10 11:45:36,Zwycięska / Ołtaszyńska,Zwycięska / Ołtaszyńska,1
111917818,650279,2021-02-10 11:34:51,2021-02-10 11:46:32,Poza stacją,Poza stacją,12
111917889,650393,2021-02-10 11:42:10,2021-02-10 11:51:23,Wałbrzyska - pętla tramwajowa,Przyjaźni / Karkonoska,10
111918005,651350,2021-02-10 11:53:08,2021-02-10 11:54:13,Powstańcow Śląskich / Aleja Hallera,Powstańcow Śląskich / Aleja Hallera,2
111918012,650134,2021-02-10 11:53:24,2021-02-10 11:56:38,Plac Dominikański (Galeria Dominikańska),Poza stacją,4
111918077,650072,2021-02-10 11:58:20,2021-02-10 11:58:43,Ślężna / Aleja Wiśniowa,Ślężna / Aleja Wiśniowa,1
111917987,57331,2021-02-10 11:51:11,2021-02-10 12:00:16,Poza stacją,Strzegomska / Estońska,10
111918106,650496,2021-02-10 11:59:56,2021-02-10 12:00:35,Tarnogajska / Klimasa,Tarnogajska / Klimasa,1
111917686,651378,2021-02-10 11:21:37,2021-02-10 12:01:56,Legnicka / Młodych Techników,Plac Strzegomski / Poznańska,41
111917950,651193,2021-02-10 11:47:28,2021-02-10 12:03:21,Walońska (Angel Poland Group),Szewska / Kazimierza Wielkiego ,16
111918010,650279,2021-02-10 11:53:19,2021-02-10 12:03:25,Poza stacją,Wita Stwosza / Szewska,11
111917994,650393,2021-02-10 11:52:07,2021-02-10 12:07:29,Przyjaźni / Karkonoska,Powstańcow Śląskich / Aleja Hallera,16
111918162,650671,2021-02-10 12:04:43,2021-02-10 12:08:55,Szewska / Kazimierza Wielkiego ,Fosa Miejska ,5
111918181,651290,2021-02-10 12:06:01,2021-02-10 12:10:18,Poza stacją,Śrubowa / Strzegomska,5
111918177,650279,2021-02-10 12:05:49,2021-02-10 12:13:59,Wita Stwosza / Szewska,Poza stacją,9
111918093,57609,2021-02-10 11:59:23,2021-02-10 12:16:55,Ślężna / Aleja Wiśniowa,Dyrekcyjna / Borowska (Wroclavia),18
111918098,651252,2021-02-10 11:59:40,2021-02-10 12:17:04,Ślężna / Aleja Wiśniowa,Dyrekcyjna / Borowska (Wroclavia),18
111918210,650393,2021-02-10 12:08:48,2021-02-10 12:17:05,Powstańcow Śląskich / Aleja Hallera,Szczęśliwa (Sky Tower),9
111918242,650888,2021-02-10 12:10:51,2021-02-10 12:20:48,Drobnera / Dubois,Plac Kościuszki (Renoma),10
111918232,651261,2021-02-10 12:10:05,2021-02-10 12:27:03,Fosa Miejska ,Świdnicka / Piłsudskiego (Hotel Scandic),17
111918413,650279,2021-02-10 12:23:16,2021-02-10 12:30:18,Poza stacją,Poza stacją,8
111918237,651351,2021-02-10 12:10:38,2021-02-10 12:35:47,Śrubowa / Strzegomska,Krucza / Mielecka / Stalowa,26
111918431,650817,2021-02-10 12:24:27,2021-02-10 12:35:54,Czekoladowa / Wałbrzyska,Centrum Handlowe Auchan Bielany,12
111918530,650279,2021-02-10 12:32:45,2021-02-10 12:37:49,Poza stacją,Plac Legionów,6
111918483,650569,2021-02-10 12:28:59,2021-02-10 12:38:24,Poza stacją,Poza stacją,10
111904752,57733,2021-02-09 14:34:12,2021-02-10 12:38:28,Plac Uniwersytecki (UWr),Rynek,1325
111918470,651261,2021-02-10 12:27:38,2021-02-10 12:40:04,Świdnicka / Piłsudskiego (Hotel Scandic),Dyrekcyjna / Borowska (Wroclavia),13
111918444,651247,2021-02-10 12:25:34,2021-02-10 12:41:14,Boguszowska / Kosmonautów,Boguszowska / Kosmonautów,16
111918666,651261,2021-02-10 12:40:52,2021-02-10 12:48:33,Dyrekcyjna / Borowska (Wroclavia),Ślężna / Aleja Wiśniowa,8
111918731,651253,2021-02-10 12:46:00,2021-02-10 12:49:37,Plac Legionów,Świdnicka / Piłsudskiego (Hotel Scandic),4
111918783,651261,2021-02-10 12:49:08,2021-02-10 12:50:17,Ślężna / Aleja Wiśniowa,Ślężna / Aleja Wiśniowa,2
111918669,650254,2021-02-10 12:41:06,2021-02-10 12:54:19,Zaporoska / Grabiszyńska,Rynek,14
111918737,650279,2021-02-10 12:46:11,2021-02-10 12:56:42,Plac Legionów,Dworzec Główny ,11
111918835,651378,2021-02-10 12:53:26,2021-02-10 12:59:37,Plac Strzegomski / Poznańska,Plac Jana Pawła II (Akademia Muzyczna),7
111918801,650072,2021-02-10 12:50:26,2021-02-10 13:03:49,Ślężna / Aleja Wiśniowa,Ślężna / Aleja Wiśniowa,14
111918882,57613,2021-02-10 12:57:17,2021-02-10 13:04:14,Grota-Roweckiego / Parafialna,Grota-Roweckiego / Parafialna,7
111918724,57331,2021-02-10 12:45:25,2021-02-10 13:04:15,Strzegomska / Estońska,Plac Jana Pawła II (Akademia Muzyczna),19
111918855,651298,2021-02-10 12:54:44,2021-02-10 13:08:02,Grabiszyńska / Stalowa,"Dworzec Główny, południe",14
111919054,651456,2021-02-10 13:08:05,2021-02-10 13:10:55,Ślężna / Kamienna (Uniw. Ekonomiczny),Ślężna / Kamienna (Uniw. Ekonomiczny),3
111919095,57871,2021-02-10 13:10:58,2021-02-10 13:11:05,Nowowiejska / Wyszyńskiego,Nowowiejska / Wyszyńskiego,1
111918879,650578,2021-02-10 12:56:42,2021-02-10 13:11:27,Powstańców Śląskich (Arkady Wrocławskie),Powstańcow Śląskich / Aleja Hallera,15
111918937,650279,2021-02-10 13:01:05,2021-02-10 13:11:38,Dworzec Główny ,Poza stacją,11
111918999,650885,2021-02-10 13:04:35,2021-02-10 13:12:06,Ślężna / Aleja Wiśniowa,Ślężna / Kamienna (Uniw. Ekonomiczny),8
111919178,57871,2021-02-10 13:17:00,2021-02-10 13:17:21,Nowowiejska / Jedności Narodowej,Nowowiejska / Jedności Narodowej,1
111919144,651456,2021-02-10 13:14:14,2021-02-10 13:24:56,Ślężna / Kamienna (Uniw. Ekonomiczny),Poza stacją,11
111919118,650578,2021-02-10 13:12:35,2021-02-10 13:27:35,Powstańcow Śląskich / Aleja Hallera,Przyjaźni / Karkonoska,15
111919120,650885,2021-02-10 13:12:37,2021-02-10 13:31:29,Ślężna / Kamienna (Uniw. Ekonomiczny),Ślężna / Kamienna (Uniw. Ekonomiczny),19
111919329,651456,2021-02-10 13:26:35,2021-02-10 13:32:06,Poza stacją,Dyrekcyjna / Borowska (Wroclavia),6
111919418,650890,2021-02-10 13:31:27,2021-02-10 13:32:29,Plac Grunwaldzki (DS Ołówek),Plac Grunwaldzki (DS Ołówek),2
111919436,651456,2021-02-10 13:32:41,2021-02-10 13:35:48,Dyrekcyjna / Borowska (Wroclavia),Dyrekcyjna / Borowska (Wroclavia),4
111919254,651471,2021-02-10 13:21:49,2021-02-10 13:35:54,Poza stacją,Kościuszki / Pułaskiego,15
111919438,650540,2021-02-10 13:32:47,2021-02-10 13:38:59,Nyska / Piękna,Hubska / Prudnicka,7
111919426,650578,2021-02-10 13:31:56,2021-02-10 13:39:47,Przyjaźni / Karkonoska,Przyjaźni,8
111919452,650401,2021-02-10 13:33:48,2021-02-10 13:47:13,Rynek,Grabiszyńska / Stalowa,14
111919777,650484,2021-02-10 13:50:09,2021-02-10 13:52:07,Młodych Techników,Młodych Techników,2
111919496,57609,2021-02-10 13:35:53,2021-02-10 13:53:51,Dyrekcyjna / Borowska (Wroclavia),Dyrekcyjna / Borowska (Wroclavia),18
111919758,650736,2021-02-10 13:49:14,2021-02-10 13:58:20,Traugutta / Pułaskiego,Plac Dominikański (Galeria Dominikańska),10
111919811,650817,2021-02-10 13:52:07,2021-02-10 13:58:46,Centrum Handlowe Auchan Bielany,Czekoladowa / Wałbrzyska,7
111919850,57609,2021-02-10 13:54:21,2021-02-10 14:00:24,Dyrekcyjna / Borowska (Wroclavia),Komandorska / Sanocka,7
111919860,651110,2021-02-10 13:55:02,2021-02-10 14:02:12,Drobnera / Dubois,Poza stacją,8
111919114,650279,2021-02-10 13:12:11,2021-02-10 14:10:17,Poza stacją,Poza stacją,59
111920127,650540,2021-02-10 14:08:21,2021-02-10 14:11:45,Hubska / Prudnicka,Nyska / Jesionowa,4
111920178,650279,2021-02-10 14:10:50,2021-02-10 14:13:24,Poza stacją,Poza stacją,3
111919992,57609,2021-02-10 14:01:07,2021-02-10 14:19:05,Komandorska / Sanocka,Krucza / Mielecka / Stalowa,18
111920331,651351,2021-02-10 14:19:19,2021-02-10 14:19:26,Krucza / Mielecka / Stalowa,Krucza / Mielecka / Stalowa,1
111920168,651270,2021-02-10 14:10:28,2021-02-10 14:19:36,Strzegomska / Estońska,Rogowska/Sukielicka,10
111920275,650412,2021-02-10 14:16:08,2021-02-10 14:20:32,Waniliowa / Cynamonowa,Waniliowa / Cynamonowa,5
111919932,650578,2021-02-10 13:58:34,2021-02-10 14:20:34,Przyjaźni,Ślężna / pętla tramwajowa,22
111920360,651351,2021-02-10 14:20:26,2021-02-10 14:21:32,Krucza / Mielecka / Stalowa,Krucza / Mielecka / Stalowa,2
111920346,57609,2021-02-10 14:19:50,2021-02-10 14:21:43,Krucza / Mielecka / Stalowa,Krucza / Mielecka / Stalowa,2
111920294,650279,2021-02-10 14:17:14,2021-02-10 14:22:20,Poza stacją,Poza stacją,6
111919695,650270,2021-02-10 13:45:35,2021-02-10 14:27:12,Młodych Techników,Olszewskiego / Spółdzielcza,42
111920536,650058,2021-02-10 14:28:48,2021-02-10 14:28:56,Poza stacją,Rynek,1
111920539,57264,2021-02-10 14:29:04,2021-02-10 14:31:50,Rynek,Poza stacją,3
111920492,650279,2021-02-10 14:27:01,2021-02-10 14:33:26,Poza stacją,Poza stacją,7
111920475,650889,2021-02-10 14:26:06,2021-02-10 14:34:07,Promenady Wrocławskie,Jedności Narodowej / Wyszyńskiego,9
111920398,651351,2021-02-10 14:22:21,2021-02-10 14:35:02,Krucza / Mielecka / Stalowa,Plac Legionów,13
111920634,651081,2021-02-10 14:34:09,2021-02-10 14:44:34,Koszarowa / UWr,al. Poprzeczna / stacja kolejowa,11
111920615,57264,2021-02-10 14:32:59,2021-02-10 14:46:06,Poza stacją,Poza stacją,14
111920752,650393,2021-02-10 14:39:34,2021-02-10 14:46:59,Szczęśliwa (Sky Tower),Powstańców Śląskich (Arkady Wrocławskie),8
111920729,651385,2021-02-10 14:38:25,2021-02-10 14:48:00,Plac Strzegomski / Poznańska,Plac Strzegomski / Poznańska,10
111920772,650413,2021-02-10 14:40:44,2021-02-10 14:51:37,Plac Strzegomski / Poznańska,Kazimierza Wielkiego (Helios),11
111920709,650279,2021-02-10 14:37:24,2021-02-10 14:51:43,Poza stacją,Poza stacją,15
111920855,650736,2021-02-10 14:44:22,2021-02-10 14:54:54,Plac Dominikański (Galeria Dominikańska),Na Grobli (PWr - Geocentrum),11
111921051,650279,2021-02-10 14:54:21,2021-02-10 14:57:31,Poza stacją,Poza stacją,4
111920377,650412,2021-02-10 14:21:10,2021-02-10 14:59:32,Waniliowa / Cynamonowa,Waniliowa / Cynamonowa,39
111921231,57919,2021-02-10 15:02:41,2021-02-10 15:06:14,Zatorska / Królewska - pętla MPK,Okulickiego,4
111921230,650279,2021-02-10 15:02:34,2021-02-10 15:07:59,Poza stacją,Poza stacją,6
111920932,57264,2021-02-10 14:48:04,2021-02-10 15:08:16,Poza stacją,Poza stacją,21
111921386,650032,2021-02-10 15:09:04,2021-02-10 15:16:42,Legnicka / Wejherowska,Drzewieckiego / Dedala,8
111921451,57264,2021-02-10 15:11:43,2021-02-10 15:18:33,Poza stacją,Kraszewskiego / Trzebnicka,7
111921423,650279,2021-02-10 15:10:21,2021-02-10 15:18:35,Poza stacją,Poza stacją,9
111921686,650279,2021-02-10 15:23:27,2021-02-10 15:33:48,Poza stacją,Poza stacją,11
111921728,650298,2021-02-10 15:25:07,2021-02-10 15:38:13,Sienkiewicza / Piastowska,Promenady Wrocławskie,14
111921797,650021,2021-02-10 15:29:03,2021-02-10 15:41:56,Plac Legionów,Grabiszyńska / Stalowa,13
111921929,650279,2021-02-10 15:36:34,2021-02-10 15:45:13,Poza stacją,Poza stacją,9
111921938,57541,2021-02-10 15:36:58,2021-02-10 15:49:03,Lotnicza / Na Ostatnim Groszu,Bystrzycka / Idzikowskiego,13
111921987,651242,2021-02-10 15:39:29,2021-02-10 15:51:42,Plac Świętego Macieja / Trzebnicka,Wyszyńskiego / Szczytnicka,13
111922044,650888,2021-02-10 15:41:54,2021-02-10 15:53:22,Plac Kościuszki (Renoma),Plac Jana Pawła II (Akademia Muzyczna),12
111922051,650667,2021-02-10 15:42:17,2021-02-10 15:54:21,Fabryczna / Wagonowa,Popowicka ,13
111922187,650279,2021-02-10 15:48:17,2021-02-10 15:59:11,Poza stacją,Poza stacją,11
111921964,57950,2021-02-10 15:38:04,2021-02-10 15:59:46,Świeradowska / Krynicka,Poza stacją,22
111922260,651394,2021-02-10 15:51:53,2021-02-10 16:00:38,Dworzec Główny ,Plac Legionów,9
111922552,57174,2021-02-10 16:05:33,2021-02-10 16:07:32,Klecińska / Duńska,Klecińska / Duńska,2
111922276,650254,2021-02-10 15:52:49,2021-02-10 16:10:12,Rynek,Wyszyńskiego / Szczytnicka,18
111922238,650951,2021-02-10 15:50:47,2021-02-10 16:10:52,Aleja Kromera,"Paprotna / Obornicka, zajezdnia MPK",21
111922478,650652,2021-02-10 16:02:06,2021-02-10 16:12:41,al. Armii Krajowej / Borowska,Dyrekcyjna / Borowska (Wroclavia),11
111922582,651127,2021-02-10 16:06:50,2021-02-10 16:14:05,Poleska / Litewska,Kiełczowska,8
111922495,650279,2021-02-10 16:02:43,2021-02-10 16:14:24,Poza stacją,Racławicka / Rymarska,12
111922651,650885,2021-02-10 16:10:06,2021-02-10 16:15:14,Ślężna / Kamienna (Uniw. Ekonomiczny),Dyrekcyjna / Borowska (Wroclavia),6
111921927,651207,2021-02-10 15:36:32,2021-02-10 16:16:22,Plac Dominikański (Galeria Dominikańska),Ślężna / Aleja Wiśniowa,40
111922694,57083,2021-02-10 16:12:10,2021-02-10 16:25:54,Aleja Bielany,Czekoladowa / Wałbrzyska,14
111922685,650254,2021-02-10 16:11:40,2021-02-10 16:27:34,Wyszyńskiego / Szczytnicka,Aleja Kromera,16
111922817,57517,2021-02-10 16:17:32,2021-02-10 16:28:55,Plac Kościuszki (Renoma),Kościuszki / Komuny Paryskiej / Zgodna,12
111922897,650279,2021-02-10 16:20:53,2021-02-10 16:31:11,Racławicka / Rymarska,Aleja Hallera / Mielecka,11
111922978,651110,2021-02-10 16:24:51,2021-02-10 16:31:51,Poza stacją,Drobnera / Dubois,7
111923094,651127,2021-02-10 16:31:24,2021-02-10 16:37:43,Kiełczowska,Poleska / Litewska,7
111923089,650671,2021-02-10 16:31:17,2021-02-10 16:38:07,Fosa Miejska ,Plac Dominikański (Galeria Dominikańska),7
111922991,650401,2021-02-10 16:25:37,2021-02-10 16:38:57,Grabiszyńska / Stalowa,Świdnicka / Piłsudskiego (Hotel Scandic),14
111922880,650951,2021-02-10 16:19:57,2021-02-10 16:38:58,"Paprotna / Obornicka, zajezdnia MPK",Kozanowska / Pilczycka,20
111922930,650029,2021-02-10 16:22:35,2021-02-10 16:39:01,Drobnera / Dubois,Legnicka / Młodych Techników,17
111923167,651394,2021-02-10 16:34:09,2021-02-10 16:43:49,Plac Legionów,Powstańców Śląskich (Arkady Wrocławskie),10
111923082,650889,2021-02-10 16:31:00,2021-02-10 16:44:57,Jedności Narodowej / Wyszyńskiego,Sienkiewicza / Piastowska,14
111923270,650951,2021-02-10 16:39:33,2021-02-10 16:46:15,Kozanowska / Pilczycka,Pilczycka / Koszykarska,7
111923364,651127,2021-02-10 16:43:36,2021-02-10 16:48:29,Poleska / Litewska,Gorlicka/Stanety,5
111923196,650431,2021-02-10 16:36:04,2021-02-10 16:50:56,Plac Uniwersytecki (UWr),Komandorska / Sanocka,15
111923213,650447,2021-02-10 16:37:03,2021-02-10 16:51:04,Fabryczna / Wagonowa,Otyńska,15
111923370,57176,2021-02-10 16:44:16,2021-02-10 16:51:21,Plac Powstańców Warszawy (Muzeum Narodowe),Plac Dominikański (Galeria Dominikańska),8
111923118,651350,2021-02-10 16:32:26,2021-02-10 16:51:32,Powstańcow Śląskich / Aleja Hallera,Grabiszyńska / Stalowa,20
111923291,57294,2021-02-10 16:40:30,2021-02-10 16:52:31,Boguszowska / Kosmonautów,Stabłowicka / Główna ,13
111923559,57121,2021-02-10 16:53:09,2021-02-10 16:58:06,Reymonta / Kleczkowska,Kraszewskiego / Trzebnicka,5
111923409,650240,2021-02-10 16:45:52,2021-02-10 16:58:58,Lotnicza / Bajana,Pilczycka (Stadion Miejski),14
111923544,650288,2021-02-10 16:52:14,2021-02-10 16:59:36,Poza stacją,Centrum Handlowe Auchan Bielany,8
111923568,651179,2021-02-10 16:53:54,2021-02-10 17:00:22,al. Brücknera / Kwidzyńska,Aleja Kromera,7
111923435,651151,2021-02-10 16:47:12,2021-02-10 17:05:18,Szczęśliwa (Sky Tower),Nyska / Jesionowa,19
111923420,650951,2021-02-10 16:46:46,2021-02-10 17:06:45,Pilczycka / Koszykarska,Stabłowicka / Główna ,20
111923554,57591,2021-02-10 16:52:55,2021-02-10 17:09:35,Otyńska,Klecińska (Wrocław Grabiszyn),17
111919847,57744,2021-02-10 13:54:11,2021-02-10 17:11:26,Drobnera / Dubois,Drobnera / Dubois,198
111923818,57024,2021-02-10 17:05:40,2021-02-10 17:13:13,Kurkowa / Dubois,Poniatowskiego / Oleśnicka,8
111923819,651298,2021-02-10 17:05:45,2021-02-10 17:15:36,"Dworzec Główny, południe",Szczęśliwa (Sky Tower),10
111923935,651289,2021-02-10 17:11:08,2021-02-10 17:18:20,Poniatowskiego / Oleśnicka,Poniatowskiego / Oleśnicka,8
111923463,651367,2021-02-10 16:48:30,2021-02-10 17:18:36,Plac Legionów,Solskiego / al. Piastów,31
111923690,650134,2021-02-10 17:00:03,2021-02-10 17:19:36,Poza stacją,al. Armii Krajowej / Borowska,20
111923929,650389,2021-02-10 17:10:47,2021-02-10 17:21:31,"Wrocław Stadion, stacja kolejowa",Pilczycka / Koszykarska,11
111923941,57961,2021-02-10 17:11:29,2021-02-10 17:22:57,Bardzka / Piękna,Komandorska / Kamienna,12
111923787,650279,2021-02-10 17:04:20,2021-02-10 17:27:07,Aleja Hallera / Mielecka,Poza stacją,23
111924129,650554,2021-02-10 17:21:42,2021-02-10 17:28:50,Jagiełły / Dmowskiego ,Plac Uniwersytecki (UWr),8
111923795,57858,2021-02-10 17:04:50,2021-02-10 17:35:59,pl. Powstańców Wielkopolskich,"Dworzec Główny, południe",32
111924413,650312,2021-02-10 17:37:25,2021-02-10 17:41:18,Otyńska,Fabryczna / Wagonowa,4
111923648,650412,2021-02-10 16:58:31,2021-02-10 17:41:52,Waniliowa / Cynamonowa,Poza stacją,44
111924390,650578,2021-02-10 17:35:52,2021-02-10 17:42:26,Ślężna / pętla tramwajowa,Przyjaźni / Karkonoska,7
111924535,650578,2021-02-10 17:42:58,2021-02-10 17:43:07,Przyjaźni / Karkonoska,Przyjaźni / Karkonoska,1
111924429,651245,2021-02-10 17:38:25,2021-02-10 17:43:57,Lotnicza / Na Ostatnim Groszu,Na Ostatnim Groszu,6
111924454,650413,2021-02-10 17:39:15,2021-02-10 17:46:33,Kazimierza Wielkiego (Helios),Drobnera / Dubois,8
111924473,650279,2021-02-10 17:40:20,2021-02-10 17:47:53,Poza stacją,Rynek,8
111924548,650578,2021-02-10 17:43:37,2021-02-10 17:51:12,Przyjaźni / Karkonoska,Wałbrzyska - pętla tramwajowa,8
111924546,650392,2021-02-10 17:43:35,2021-02-10 17:52:46,Dworzec Główny ,Wita Stwosza / Szewska,10
111924558,651222,2021-02-10 17:44:04,2021-02-10 17:56:44,Powstańcow Śląskich / Aleja Hallera,Hallera / Odkrywców,13
111924740,57957,2021-02-10 17:51:01,2021-02-10 17:57:12,Reymonta / Kleczkowska,Poza stacją,7
111924547,650412,2021-02-10 17:43:36,2021-02-10 17:57:49,Poza stacją,Waniliowa / Cynamonowa,15
111924669,57047,2021-02-10 17:48:19,2021-02-10 17:59:42,Poza stacją,Poza stacją,12
111924770,650885,2021-02-10 17:52:36,2021-02-10 18:03:19,Dyrekcyjna / Borowska (Wroclavia),al. Armii Krajowej / Borowska,11
111924787,650279,2021-02-10 17:53:26,2021-02-10 18:07:01,Rynek,Poza stacją,14
111924319,57038,2021-02-10 17:32:07,2021-02-10 18:07:13,pl. Orląt Lwowskich,Kościuszki / Komuny Paryskiej / Zgodna,36
111925201,651147,2021-02-10 18:11:47,2021-02-10 18:11:57,Wróblewskiego (Teki),Wróblewskiego (Teki),1
111925100,650058,2021-02-10 18:07:48,2021-02-10 18:14:18,Rynek,Świdnicka / Piłsudskiego (Hotel Scandic),7
111924871,651222,2021-02-10 17:57:36,2021-02-10 18:16:23,Hallera / Odkrywców,Strzegomska / Estońska,19
111924534,650054,2021-02-10 17:42:57,2021-02-10 18:16:32,Legnicka / Zachodnia ,Traugutta / Pułaskiego,34
111925233,651147,2021-02-10 18:13:02,2021-02-10 18:20:27,Wróblewskiego (Teki),Wróblewskiego (ZOO),8
111924162,651345,2021-02-10 17:23:53,2021-02-10 18:20:49,"Grochowa / Jemiołowa,",Powstańców Śląskich/Orla,57
111925132,650279,2021-02-10 18:09:00,2021-02-10 18:22:10,Poza stacją,Kazimierza Wielkiego (Helios),14
111925401,57368,2021-02-10 18:20:13,2021-02-10 18:32:45,al. Armii Krajowej / Tarnogajska,Mościckiego (stacja kolejowa),13
111925506,650279,2021-02-10 18:24:50,2021-02-10 18:33:42,Kazimierza Wielkiego (Helios),Poza stacją,9
